Timestamp,V A-N,V B-N,V C-N,V A-B,V B-C,V C-A,I A,I B,I C,I Neutral,"VA, Phase A","VA, Phase B","VA, Phase C","VAR, Phase A","VAR, Phase B","VAR, Phase C","W, Phase A","W, Phase B","W, Phase C","VA, Total","VAR, Total","W, Total","PF, Phase A","PF, Phase B","PF, Phase C","PF, Total",Current Unbalance,"Wh, (Q1+Q4)","Wh, (Q2+Q3)",Wh-Net*,"Wh, Total","VARh, (Q1+Q2)","VARh, (Q3+Q4)","VARh, Net","VARh, Total",Frequency,"V A-N or V A-B, %THD",V B-N %THD,V C-N or V C-B %THD,"I A, %THD","I B, %THD","I C, %THD","I A, %TDD","I B, %TDD","I C, %TDD"
02/12/2022 20:00:00,247.31141662597656,428.2784118652344,247.4525604248047,494.5281677246094,494.6062316894531,494.65289306640625,63.21415328979492,44.97663116455078,28.174009323120117,18.4466552734375,15632.36328125,19245.15234375,6973.5947265625,-8180.9375,9917.5,5037.1875,13320.8447265625,16493.08984375,4822.607421875,35292.5,6773.75,34636.54296875,0.8521324992179871,0.8569998145103455,0.6915525794029236,0.981413722038269,3907,866,0,866,866,170,0,170,170,60.019378662109375,2.82,2.62,2.92,51.47,54.46,53.44,14.46,10.76,6.63
02/12/2022 20:15:00,247.97952270507812,429.8655090332031,248.12066650390625,496.14410400390625,496.2451171875,495.89691162109375,63.433231353759766,45.274864196777344,28.094379425048828,18.6639404296875,15726.349609375,19453.337890625,6967.23876953125,-8320.0,10176.875,5070.9375,13345.275390625,16579.0234375,4777.8740234375,35387.5,6927.8125,34702.171875,0.8486495018005371,0.8522268533706665,0.6860626339912415,0.9806560277938843,3911,867,0,867,867,172,0,172,172,60.00346374511719,3.05,3.19,3.09,52.44,55.47,54.59,14.72,10.98,6.73
02/12/2022 20:30:00,247.4012908935547,428.8088684082031,247.8590850830078,495.2804870605469,495.3768310546875,495.5283203125,63.86737823486328,45.05344009399414,27.98577308654785,18.8629150390625,15821.6953125,19329.2265625,6942.921875,-8255.9375,10140.9375,5010.625,13496.8857421875,16455.392578125,4805.99462890625,35436.25,6895.625,34758.2734375,0.8526626229286194,0.8515310883522034,0.6921172738075256,0.9810085296630859,3995,869,0,869,869,172,0,172,172,59.9619255065918,2.75,2.98,3.01,51.77,55.8,54.37,14.67,10.98,6.68
02/12/2022 20:45:00,248.31202697753906,430.2815246582031,248.45782470703125,496.7374572753906,496.8404846191406,496.65924072265625,63.63065719604492,45.29420852661133,27.86179542541504,18.6907958984375,15799.826171875,19485.884765625,6920.16162109375,-8310.9375,10243.75,5021.09375,13437.3125,16576.16015625,4762.08349609375,35463.75,6953.90625,34775.5546875,0.8506461977958679,0.8507305979728699,0.6880773305892944,0.9805524349212646,3955,868,0,868,868,173,0,173,173,60.00046157836914,2.95,3.0,2.95,51.98,55.84,54.03,14.67,11.04,6.62
02/12/2022 21:00:00,248.9965057373047,432.0249328613281,249.13140869140625,498.4411926269531,498.52825927734375,497.8487548828125,63.31526184082031,45.2625846862793,27.749431610107422,18.265380859375,15751.193359375,19529.44140625,6910.380859375,-8261.875,10303.125,5015.46875,13410.5859375,16590.34375,4753.8369140625,35463.75,7056.71875,34754.765625,0.8511562943458557,0.8494046926498413,0.6874598264694214,0.9799670577049255,3933,869,0,869,869,174,0,174,174,60.0219841003418,2.94,2.75,2.98,51.41,56.33,54.34,14.47,11.11,6.62
02/12/2022 21:15:00,248.82907104492188,432.2088317871094,248.88339233398438,498.4732971191406,498.5430908203125,497.3636169433594,62.9447135925293,45.534637451171875,27.61722183227539,17.8271484375,15659.775390625,19668.314453125,6873.234375,-8227.8125,10323.75,4996.875,13324.0859375,16740.892578125,4719.380859375,35500.0,7092.8125,34784.359375,0.8506284356117249,0.8509993553161621,0.6864025592803955,0.9798150658607483,3912,870,0,870,870,177,0,177,177,59.97930908203125,3.07,2.89,3.12,50.91,56.22,55.22,14.27,11.16,6.67
02/12/2022 21:30:00,249.16725158691406,432.2727355957031,249.29734802246094,498.578125,498.6661376953125,498.0206298828125,63.021766662597656,45.34142303466797,27.740245819091797,17.9718017578125,15694.2822265625,19595.859375,6914.92919921875,-8232.8125,10303.125,5012.5,13361.595703125,16668.7421875,4763.55517578125,35507.5,7082.8125,34793.890625,0.8513671159744263,0.85062575340271,0.6888798475265503,0.9799026250839233,3891,870,0,870,870,178,0,178,178,60.01667785644531,3.11,2.97,3.14,51.29,55.95,54.38,14.38,11.07,6.62
02/12/2022 21:45:00,249.68563842773438,432.5151062011719,249.81759643554688,499.2009582519531,499.2854919433594,499.2486572265625,63.7142333984375,44.91044998168945,27.653079986572266,18.6187744140625,15901.466796875,19421.869140625,6904.45751953125,-8289.375,10396.25,4951.875,13569.9912109375,16405.134765625,4811.5517578125,35495.0,7058.75,34786.6796875,0.8533798456192017,0.8446733951568604,0.6968761086463928,0.9800444841384888,4026,870,0,870,870,178,0,178,178,59.985260009765625,3.14,2.88,3.16,51.14,57.51,54.11,14.5,11.19,6.58
02/12/2022 22:00:00,248.7152557373047,430.620361328125,248.84561157226562,497.30120849609375,497.3865051269531,497.478515625,63.517250061035156,45.14933776855469,27.80310821533203,18.29833984375,15796.427734375,19442.64453125,6919.62109375,-8230.3125,10273.125,4985.3125,13482.8427734375,16506.857421875,4798.68359375,35491.25,7028.125,34788.38671875,0.8535094261169434,0.8490442037582397,0.6933985352516174,0.980206310749054,3963,870,0,870,870,176,0,176,176,60.0170783996582,3.14,2.85,3.18,51.31,56.4,53.99,14.49,11.09,6.6
02/12/2022 22:15:00,247.79100036621094,429.9120788574219,248.4645233154297,496.5549011230469,496.6629638671875,496.7205810546875,63.54634094238281,45.34536361694336,27.805749893188477,18.284912109375,15753.248046875,19502.994140625,6908.47265625,-8213.125,10273.125,4991.71875,13442.9111328125,16578.1328125,4775.99169921875,35503.75,7051.71875,34797.03515625,0.8532640933990479,0.8500155210494995,0.6915107369422913,0.9801429510116577,3946,870,0,870,870,177,0,177,177,59.99142074584961,2.95,2.84,3.1,51.0,56.15,53.15,14.44,11.1,6.52
